time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_14,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,day_of_week,month_of_year
2020-02-11,51.8,52.21,50.53,51.6,21301,0,0,32.6452,51.28555,38.90246865807418,51.28555,48.72958194176164,43.40066515696361,42.4995,57.079148109607814,27.919851890392177,37.10807201655652,46.762499999999996,56.41692798344347,5.454625008418468,4.762677577991653,68.78,52.37904923112746,51.41097122938438,51.19,0.8009376831412451,2.729279550471597,1,2
2020-02-12,52.0,52.63,50.89,51.17,17666,0,0,33.3602,51.44635,39.383548318541855,51.28440024875622,49.21766555340931,44.10696832451238,43.2655,57.976429916221846,28.55457008377816,39.18388729205961,47.93000000000001,56.676112707940405,5.363632231211199,4.882868508635562,67.69,53.650017464198385,52.50855683707105,51.6,-0.8333333333333304,0.8009376831412451,2,2
2020-02-13,49.97,54.51,49.82,53.37,25760,0,0,34.110600000000005,51.620999999999995,39.93203661977551,51.30515248508701,50.04813244272745,44.94906211319307,44.2065,58.97463227865971,29.43836772134029,41.54901980607085,49.22833333333333,56.90764686059581,5.406716155265769,4.987638037961604,70.27,56.1881476306904,54.072404775338754,51.17,4.299394176275162,-0.8333333333333304,3,2
2020-02-14,53.1,54.17,52.84,53.29,19616,0,0,34.8562,51.795500000000004,40.45587832096078,51.32490221160355,50.696505954181966,45.70732919381188,45.1605,59.6854185539882,30.635581446011795,44.29661687012058,50.446666666666665,56.59671646321275,5.37247460111746,5.0646053505927755,70.06,57.560165831883495,55.79944364225742,53.37,-0.14989694584972568,4.299394176275162,4,2
2020-02-18,56.93,57.32,55.49,57.27,19833,0,0,35.559,51.98969999999999,41.11525564170742,51.384057413478146,52.011204763345575,46.75848108528352,46.3235,60.81571346102764,31.831286538972364,46.032173566129885,51.666666666666664,57.301159767203444,5.601915268367449,5.172067334147711,74.34,64.06671529785494,59.27167625347628,53.29,7.468568211671989,-0.14989694584972568,1,2
2020-02-19,60.9,62.96,60.07,61.16,23946,0,0,36.3418,52.20080000000001,41.901324047914976,51.481330474040554,53.84096381067646,48.06771007753047,47.5575,62.67631857156803,32.43868142843196,47.61236334855918,53.151666666666664,58.69096998477415,6.028150374977919,5.343283942313753,77.7,72.24180686605433,64.6228959985976,57.27,6.7923869390605685,7.468568211671989,2,2
2020-02-20,60.61,60.72,57.32,59.72,20240,0,0,37.0886,52.40245,42.600095653879094,51.56330728524413,55.01677104854117,49.127009161391335,48.646,63.97452947937246,33.317470520627545,47.66366399142922,53.794999999999995,59.92633600857077,6.178526593832537,5.5103324726175105,73.85,78.75322544877328,71.68724920422751,61.16,-2.3544800523217724,6.7923869390605685,3,2
2020-02-21,60.33,60.82,58.7,60.02,19827,0,0,37.8364,52.60810000000001,43.28322915764854,51.64745348141086,56.01741683883294,50.11728105581031,49.7405,65.03521866364302,34.44578133635697,47.54418822687585,53.92166666666666,60.299145106457466,6.2498637841735345,5.658238734928716,74.14,80.04328884968612,77.01277372150457,59.72,0.5023442732752903,-2.3544800523217724,4,2
2020-02-24,55.4,57.51,54.9,55.56,21915,0,0,38.482600000000005,52.7896,43.764671151466246,51.6863842925411,55.92593347106636,50.612073687100285,50.6355,65.06844630350956,36.20255369649044,48.533714852691894,54.48833333333334,60.44295181397478,5.878747750575471,5.702340538058068,63.02,68.91225855247514,75.90292428364485,60.02,-7.430856381206263,0.5023442732752903,0,2
2020-02-25,56.73,56.8,52.47,53.27,24467,0,0,39.078,52.95935,44.13742914552639,51.702141662764575,55.39474677685309,50.85370335190935,51.44100000000001,64.509470300689,38.372529699311016,49.20185727176392,54.7875,60.37314272823608,5.3383149863539,5.629535427717235,58.2,57.32997375431168,68.76184038549097,55.56,-4.121670266378685,-7.430856381206263,1,2
2020-02-26,52.47,54.18,51.75,51.89,21657,0,0,39.6366,53.126949999999994,44.441451531976334,51.704010899951,54.69379742148247,50.94791213809941,52.146,63.61627357999757,40.675726420002434,49.658307803473214,54.95916666666667,60.26002552986012,4.743978034483966,5.452423949070582,55.45,43.65450054646437,56.63224428441706,53.27,-2.590576309367376,-4.121670266378685,2,2
