time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_14,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,day_of_week,month_of_year,movement
2022-06-22,83.64,86.37,83.35,83.87,46949,1,0,93.5236,115.78,96.30508096552026,115.78,87.68029645663917,92.06029793143362,95.208,112.75658467227498,77.65941532772501,78.61756365206277,91.775,104.9324363479372,-3.569687832934008,-1.6014687703205344,37.95,12.349364289662804,9.860622264588017,83.94,-0.0833928996902488,2.880254933202586,2,6,down
2022-06-23,83.34,83.82,80.21,82.4,58698,1,0,93.22679999999998,115.64255,95.75978367275476,115.44786069651742,86.62423716531134,91.18208902857604,94.779,113.12158531396284,76.43641468603718,77.78552170859571,89.84166666666668,101.89781162473766,-3.859002183861477,-2.052975453028723,36.54,13.244886677722508,11.449911958571974,83.87,-1.7527125312984393,-0.0833928996902488,3,6,up
2022-06-24,83.63,87.51,83.33,86.72,44027,1,0,93.0598,115.53019999999998,95.4052823522546,115.16201133635307,86.64338973224909,90.77644457143276,94.493,113.1482556669697,75.83774433303032,78.48197793142437,88.28083333333335,98.07968873524231,-3.697080354145257,-2.38179643325203,43.21,16.318407960199014,13.97088630919477,82.4,5.242718446601935,-1.7527125312984393,4,6,down
2022-06-27,86.61,87.89,85.24,85.91,49824,1,0,92.82439999999998,115.4295,95.0329183384407,114.87094654693662,86.49671178579928,90.33404051948432,93.8505,112.75709829265976,74.94390170734023,79.2736720405631,86.96,94.64632795943687,-3.592701936514075,-2.623977533904439,42.31,19.46906851626075,16.344121051394087,86.72,-0.9340405904059046,5.242718446601935,0,6,down
2022-06-28,86.24,86.72,80.42,81.15,53338,1,0,92.5852,115.30555,94.48849016830576,114.53541474049943,85.42736942863942,89.49912774498576,92.8115,112.10777557328112,73.51522442671887,79.7900624145072,85.45333333333333,91.11660425215946,-3.8496966014866416,-2.8691213474208794,37.39,18.35868134872557,18.04871927506177,85.91,-5.540682109184014,-0.9340405904059046,1,6,down
2022-06-29,78.34,79.02,76.51,77.79,49642,1,0,92.27960000000002,115.16865,93.8336474166075,114.16978872318106,83.89989554291155,88.43466158635069,91.5785,111.3980371035755,71.75896289642448,79.37153556476228,84.02499999999999,88.6784644352377,-4.275208699667587,-3.150338817870221,34.36,11.833477702196772,16.55374252239436,81.15,-4.140480591497231,-5.540682109184014,2,6,down
2022-06-30,78.21,78.64,75.47,76.14,55689,1,0,91.8658,115.02625,93.13977889046603,113.79138286523896,82.34791643432925,87.31696507850062,90.3105,110.66645684314562,69.95454315685438,77.66116087408096,83.11833333333333,88.57550579258569,-4.691490728730514,-3.45856920004228,32.94,4.667216642279077,11.6197918977338,77.79,-2.121095256459704,-4.140480591497231,3,6,down
2022-07-01,74.08,74.87,72.68,73.57,50081,1,0,91.4558,114.86605,92.372336581036,113.39117010041072,80.5923331474634,86.0672409804551,88.5645,108.36654380865792,68.76245619134207,75.57365634178808,82.00500000000001,88.43634365821194,-5.169187580802827,-3.8006928761943897,30.81,4.008247014757352,6.836313786411062,76.14,-3.375361176779623,-2.121095256459704,4,7,up
2022-07-05,72.41,75.08,72.0,74.96,63983,0,0,91.1552,114.713,91.68949985236792,113.00877039791906,79.46586651797074,85.05749180041371,86.997,105.87366930366711,68.12033069633287,74.66727194652461,80.82,86.97272805347538,-5.373660184781954,-4.115286337911902,33.32,7.688721722822051,5.454728459952822,73.57,1.88935707489466,-3.375361176779623,1,7,up
2022-07-06,74.9,76.27,73.55,75.15,65307,1,0,90.8928,114.5577,91.04089201502016,112.6320662148552,78.60269321437659,84.15681072764883,85.4745,102.96485674307444,67.98414325692556,73.70740900370025,80.26583333333333,86.82425766296642,-5.457464530523069,-4.383721976434136,33.68,12.346669584017285,8.01454610719889,74.96,0.2534685165421768,1.88935707489466,2,7,up
