time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_14,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,day_of_week,month_of_year,movement
2021-09-15,280.83,282.94,277.0,279.0,15002,0,0,347.7884,354.88035,334.04192897896326,355.3070119007777,293.930051613476,312.4388009510345,313.586,362.2314348937298,264.94056510627024,271.87077206811665,296.80083333333334,321.73089459855004,-19.31280001899984,-17.28761986797471,27.9,2.048254394782698,6.573068939052288,281.56,-0.9092200596675704,-2.9672261088327545,2,9,down
2021-09-16,276.0,279.24,273.21,278.01,15016,0,0,345.47060000000005,354.23914999999994,331.8445984307686,354.53788740425256,290.7460412907808,309.3089099554859,310.442,359.7458341713919,261.1381658286081,279.7395343328867,290.99583333333334,302.25213233378,-19.55589543701376,-17.741274981782517,27.6,3.2402243084091302,4.1566850346765145,279.0,-0.3548387096774186,-0.9092200596675704,3,9,up
2021-09-17,278.23,287.62,278.23,287.4,14189,0,0,343.5004,353.6131,330.101673002111,353.86984872361325,290.0768330326247,307.3171908686235,308.1975,357.40559562460345,258.98940437539653,279.50025971907377,290.8375,302.1747402809262,-18.774435773782383,-17.94790714018249,34.75,9.271020636684232,4.853166446625348,278.01,3.3775763461745933,-0.3548387096774186,4,9,down
2021-09-20,277.77,284.8,276.64,280.66,14681,0,0,341.4168,352.95045000000005,328.1627838647733,353.1413925174081,288.19346642609975,304.89380988056683,305.3865,354.1405296898638,256.6324703101361,277.89155354489566,289.98833333333334,302.08511312177103,-18.48589118550956,-18.055503949247903,32.29,15.973193401071825,9.494812782055057,287.4,-2.345163535142647,3.3775763461745933,0,9,down
2021-09-21,279.53,280.96,275.0,277.55,14630,0,0,339.36820000000006,352.28824999999995,326.17796881125275,352.3892393580309,286.0647731408798,302.4080089823335,302.2015,349.467920755121,254.935079244879,275.65590026696543,288.5275,301.3990997330345,-18.29724922962049,-18.10385300532242,31.19,18.22550325972321,14.48990576582642,280.66,-1.1081023302216275,-2.345163535142647,1,9,up
2021-09-22,275.88,279.25,274.33,277.7,9255,0,0,337.35759999999993,351.63795000000005,324.2768719951252,351.6460628470058,284.3918185127039,300.1618263475759,299.08399999999995,344.1262270319767,254.04177296802317,274.0431850687657,286.8066666666667,299.5701482645676,-17.92897135273165,-18.068876674804265,31.31,16.45441681827379,16.884371159689604,277.55,0.0540443163393966,-1.1081023302216275,2,9,down
2021-09-23,278.56,280.19,275.71,275.86,10290,0,0,335.666,350.95910000000003,322.37817113257125,350.8919726694237,282.68545481016315,297.9525694068872,295.99,338.41080197261897,253.56919802738108,272.7980409123392,284.8016666666667,296.8052924209942,-17.582896419525525,-17.97168062374852,30.6,11.602991712148858,15.427637263381948,277.7,-0.6625855239467016,0.0540443163393966,3,9,down
2021-09-24,274.12,275.64,267.1,272.3,10922,0,0,333.97860000000003,350.39399999999995,320.41432128423514,350.10996299112094,280.6083638481306,295.6205176426247,292.581,330.91389078585337,254.2481092141467,270.693506003605,283.0408333333333,295.3881606630616,-17.395368806107342,-17.856418260220284,29.21,11.650706493693775,13.236038341372137,275.86,-1.2905096788225934,-0.6625855239467016,4,9,up
2021-09-27,268.85,275.21,266.0,272.91,12062,0,0,332.1994,349.7723,318.55140672406907,349.3418041553884,279.06869107850446,293.5559251296588,289.2,321.4684706795994,256.93152932040056,269.5812591738493,281.1441666666667,292.70707415948414,-17.001546672447944,-17.685443942665817,29.8,12.843713150521404,12.032470452121345,272.3,0.2240176276166128,-1.2905096788225934,0,9,down
2021-09-28,269.02,270.29,259.64,261.25,15974,0,0,330.348,349.09475,316.3042927348899,348.4652687906582,275.5049528628036,290.61902284514434,284.879,305.83281483167644,263.9251851683236,267.2502357413472,277.8641666666667,288.47809759198617,-17.429389198242518,-17.634232993781158,25.45,11.318204412028695,11.93754135208129,272.91,-4.27247077791214,0.2240176276166128,1,9,down
2021-09-29,262.02,266.55,256.49,257.44,13246,0,0,328.3804,348.4023,313.9958890982276,347.55954472308946,271.8919622902429,287.6027480410403,283.286,307.2772995896468,259.2947004103532,263.0644506314909,275.13666666666666,287.2088827018424,-17.86989956234663,-17.68136630749425,24.21,7.521149034654876,10.561022199068322,261.25,-1.4583732057416254,-4.27247077791214,2,9,up
2021-09-30,257.2,264.82,255.0,261.62,7676,2,0,326.5542,347.71545,311.94193266300294,346.70442487509854,269.83756983219433,285.24068003730935,281.8245,307.3093743179203,256.3396256820797,260.58911455312625,273.475,286.3608854468738,-17.677935892486914,-17.680680224492786,28.34,6.799497424637853,8.546283623773805,257.44,1.6236793039154709,-1.4583732057416254,3,9,up
2021-10-01,269.08,274.31,261.61,267.33,9566,2,0,324.6716,347.0331,310.1924451075911,345.9146296027096,269.3360558657555,283.61243639755395,280.437,305.9056992993399,254.9683007006601,259.6465780304385,272.5025,285.3584219695615,-16.870580471457345,-17.518660273885697,33.66,16.900722557568738,10.407123005620486,261.62,2.182554850546592,1.6236793039154709,4,10,down
2021-10-04,264.2,264.22,253.35,259.44,8914,4,0,322.693,346.32535,308.2021531425875,345.0541855270607,267.35684469260445,281.41494217959445,278.4915,304.13354459477057,252.84945540522935,257.30977762182107,270.955,284.6002223781789,-16.67518143251442,-17.349964505611442,30.31,22.18711457957727,15.295778187261282,267.33,-2.951408371675457,2.182554850546592,0,10,down
2021-10-05,257.51,262.39,256.85,256.99,7701,4,0,320.38,345.58195,306.19383341150564,344.1779249745527,265.2834757540836,279.1944928905404,276.345,301.63751628447056,251.05248371552935,255.8668721183441,268.4208333333333,280.97479454832256,-16.527502055194304,-17.185472015528017,29.34,20.71816725479525,19.935334797313757,259.44,-0.944341658957748,-2.951408371675457,1,10,down
2021-10-06,250.62,257.77,249.99,253.66,8296,4,0,318.10560000000004,344.80655,304.1336830816427,343.2772491041591,262.95878060326686,276.8731753550367,274.3565,300.2106534574276,248.50234654257235,253.56221506298127,266.1708333333333,278.77945160368523,-16.489092263217685,-17.046196065065953,28.02,12.715012170757513,18.540098001710007,256.99,-1.2957702634343815,-0.944341658957748,2,10,up
2021-10-07,254.0,258.37,253.34,256.1,6088,5,0,315.8416,344.0425,302.25000923530376,342.4098137896899,261.5870244826135,274.9847048682152,272.37800000000004,297.44962348154235,247.3063765184577,252.2785326327868,264.3833333333334,276.48813403388,-16.076445363370226,-16.85224592472681,30.49,12.642273032247443,15.358484152600065,253.66,0.9619175273988922,-1.2957702634343815,3,10,down
2021-10-08,257.1,260.2,253.6,255.13,4969,4,0,313.228,343.3982,300.4021657358801,341.54135793108605,260.2956195860908,273.17973169837745,270.104,292.6426675737549,247.56533242624505,251.48563884595745,262.5025,273.5193611540426,-15.647318073024053,-16.61126035438626,30.04,14.633996905581734,13.330427369528891,256.1,-0.3787582975400383,0.9619175273988922,4,10,down
2021-10-11,252.02,258.29,251.62,253.88,4777,5,0,310.74760000000003,342.79184999999995,298.57776707957106,340.6691056133638,259.01249566887265,271.4252106348886,268.2895,289.89821719932115,246.6807828006788,250.959584459607,260.6708333333333,270.38208220705974,-15.23250531764711,-16.335509347038432,29.45,15.676642885170372,14.317637607666512,255.13,-0.4899463018853134,-0.3787582975400383,0,10,up
2021-10-12,254.62,257.2,252.97,255.44,4451,5,0,308.279,342.3131,296.8860899391957,339.8210548112408,258.2979965350981,269.97200966808055,266.9835,288.38244415620176,245.5845558437982,250.92077088974125,259.2658333333333,267.6108957769254,-14.609475320498234,-15.990302541730394,31.27,15.841286269344163,15.38397535336542,253.88,0.614463526075304,-0.4899463018853134,1,10,up
2021-10-13,256.85,268.18,256.85,265.89,7001,5,0,306.1132,341.87505,295.67055700040373,339.08542242505933,259.81639722807853,269.6009178800732,266.32800000000003,287.0054269192336,245.6505730807665,252.1853066274032,258.6808333333333,265.17636003926333,-13.12123842449273,-15.41648971828286,42.05,30.971818803815992,20.829915986110173,255.44,4.090980269339184,0.614463526075304,2,10,up
2021-10-14,270.0,273.92,266.71,266.88,5722,5,0,303.4376,341.4435,294.5415155494075,338.3669605103821,261.2291177824628,269.3535617091575,265.7715,285.74859515921287,245.79440484078717,251.86550104674657,259.15000000000003,266.4344989532535,-11.726736714807544,-14.678539117587798,42.96,49.0017733057443,31.938292792968145,265.89,0.3723344240099235,4.090980269339184,3,10,down
2021-10-15,267.01,267.91,263.95,266.26,5866,4,0,300.7944,341.0881,293.4324365082543,337.649478316249,262.2352942259703,269.0723288265068,264.7145,282.0668675329982,247.3621324670018,252.08893248169628,259.88500000000005,267.68106751830385,-10.549999059472384,-13.852831105964716,42.51,65.28621111799013,48.41993440918348,266.88,-0.2323141486810565,0.3723344240099235,4,10,up
2021-10-18,265.1,274.73,265.1,273.64,6292,4,0,298.5986,340.6581,292.65626252753844,337.01256808424654,264.5162353807762,269.4875716604608,264.36350000000004,280.66359113472225,248.0634088652778,251.22065663149957,260.88666666666666,270.5526767018338,-8.919107744785606,-12.866086433728896,49.34,76.48816957561804,63.59205133311749,266.26,2.7717268834973385,-0.2323141486810565,0,10,up
2021-10-19,274.0,279.73,273.12,276.42,5966,4,0,296.459,340.23619999999994,292.0195463499879,336.4096569590302,266.896988304621,270.1177924186007,264.307,280.43074906776496,248.18325093223507,250.2600915093492,261.64416666666665,273.0282418239841,-7.317935258979276,-11.756456198778972,51.67,83.78801966417298,75.18746678592706,273.64,1.0159333430785011,2.7717268834973385,1,10,down
2021-10-20,276.4,280.04,272.49,275.21,5445,4,0,294.5194,339.89265,291.3603484539099,335.8007051484926,268.5595906436968,270.58072038054604,264.1825,279.9246051641847,248.4403948358153,250.3366706556211,262.9583333333333,275.5799960110455,-6.076584334099948,-10.620481825843168,50.58,89.46372554180381,83.24663826053161,276.42,-0.43773967151437,1.0159333430785011,2,10,down
2021-10-21,273.03,278.07,272.36,274.69,4813,5,0,292.8434,339.55815,290.70660929885463,335.1926384305972,269.78567251495747,270.9542912550419,264.124,279.6999075498107,248.54809245018924,251.25994064200455,264.43333333333334,277.6067260246621,-5.076248602822943,-9.511635181239123,50.09,84.99777886441221,86.08317469012968,275.21,-0.1889466225791114,-0.43773967151437,3,10,up
2021-10-22,283.89,286.42,276.0,277.24,7200,4,0,291.1318,339.1958,290.17850697340936,334.61599526213354,271.27653801196595,271.5257193227653,264.371,280.60064435840326,248.14135564159676,253.21347862234185,266.39833333333337,279.5831880443249,-4.031241991676325,-8.415556543326565,52.51,80.30803877211383,84.92318105944328,274.69,0.9283191961847904,-0.1889466225791114,4,10,up
2021-10-25,276.07,282.86,275.06,279.93,6333,5,0,289.62620000000004,338.90665,289.776604739158,334.071856005794,273.0072304095728,272.28974483887754,264.722,281.9482051537839,247.4957948462161,254.9896013625048,268.38416666666666,281.7787319708285,-2.9519776440067176,-7.322840763462596,54.99,79.7274466610914,81.67775476587248,277.24,0.9702784590968072,0.9283191961847904,0,10,down
2021-10-26,282.92,286.76,277.34,278.61,6488,5,0,288.2518,338.51575,289.3386986709557,333.5199967420548,274.1277843276582,272.8643134898887,265.59000000000003,283.75295130203926,247.42704869796083,257.792211210269,270.3408333333333,282.8894554563976,-2.178058538066125,-6.293884318383301,53.52,77.93101934444881,79.32216825921802,279.93,-0.4715464580430817,0.9702784590968072,1,10,down
2021-10-27,278.5,282.19,270.8,272.83,5847,4,0,286.7998,338.05885,288.69129872307514,332.91611617745724,273.8682274621266,272.861194081717,266.3595,284.3795804382291,248.3394195617709,261.80991283420565,271.92,282.0300871657944,-2.0079731013540822,-5.4367020749774575,47.49,73.11687852461898,76.9251148433864,278.61,-2.0745845447040723,-0.4715464580430817,2,10,up
2021-10-28,271.01,278.12,268.79,276.51,4796,5,0,285.5122,337.52515,288.213600733935,332.3548612901194,274.3965819697013,273.19290371065176,267.104,285.5056340578831,248.70236594211684,266.72570440017955,273.67583333333334,280.62596226648714,-1.5582711426611129,-4.661015888514188,51.26,69.3321950294062,73.460030966158,272.83,1.3488252758127706,-2.0745845447040723,3,10,down
2021-10-29,271.13,276.5,271.13,274.14,4645,5,0,284.3492,336.9717,287.66169482280026,331.7756089389739,274.345265575761,273.27900337331977,267.4445,286.1005236653003,248.7884763346997,268.37041146666746,274.36333333333334,280.3562551999992,-1.3772423016034736,-4.004261171132045,48.83,64.6137332320684,69.02093559536452,276.51,-0.857111858522297,1.3488252758127706,4,10,up
2021-11-01,273.66,279.35,271.13,278.9,5046,4,0,283.18960000000004,336.3997,287.3180989473963,331.24948347689457,275.2562124606088,273.7900030666543,268.4175,287.33023631710233,249.5047636828976,270.16725469554706,275.365,280.56274530445296,-0.8400004198448983,-3.371409020874616,53.58,69.06793248320825,67.67128691489428,274.14,1.7363390968118342,-0.857111858522297,0,11,up
2021-11-02,280.0,286.1,275.99,280.31,5985,4,0,281.9708,335.88695,287.0432715376945,330.7426229447861,276.26696996848705,274.38273006059484,269.5835,288.40960238472746,250.75739761527257,272.9340084920253,276.5358333333333,280.1376581746413,-0.2970331287822887,-2.7565338424561507,54.92,69.36525470764013,67.68230680763894,278.9,0.5055575475080731,1.7363390968118342,1,11,up
2021-11-03,280.0,285.94,273.88,285.55,4661,3,0,280.8808,335.4005,286.98471186954964,330.2929451045395,278.1235759747897,275.39793641872257,271.178,289.7394294708203,252.61657052917968,272.5866970911597,277.52833333333336,282.469969575507,0.5497592859110227,-2.095275216782716,59.57,80.04646703518421,72.82655140867753,280.31,1.869358924048381,0.5055575475080731,2,11,down
2021-11-04,285.66,291.16,280.59,282.11,7443,5,0,279.7682,334.89305,286.79354669819475,329.8135128149421,278.92086077983174,276.0081240170205,272.4785,290.26034385827955,254.6966561417204,272.7470737863172,278.0025,283.2579262136828,0.9325196189509484,-1.4897162496359833,55.52,77.2302286038503,75.54731678222488,285.55,-1.2046926983015238,1.869358924048381,3,11,down
2021-11-05,267.09,275.14,259.59,264.78,9045,4,0,278.2542,334.25715,285.93027035708906,329.1664131849427,276.0926886238654,274.98738547001864,272.961,289.2987488045395,256.6232511954604,269.5676823368913,277.1333333333333,284.6989843297753,-0.1606740758919045,-1.2239078148871676,40.55,58.80247172483647,72.02638912129034,282.11,-6.142993867640301,-1.2046926983015238,4,11,down
2021-11-08,261.0,263.03,257.92,259.84,5346,4,0,276.6404,333.68475,284.90712249994834,328.4765981283761,272.8421508990924,273.61035042728963,273.259,288.364695482176,258.1533045178239,265.4676171777551,275.8958333333333,286.3240494889116,-1.4094078929238665,-1.2610078304945074,37.45,29.162759794913537,55.06515337453343,264.78,-1.8656998262708613,-6.142993867640301,0,11,down
2021-11-09,260.25,265.38,257.49,258.58,5949,4,0,274.8586,333.12645000000003,283.8746863234797,327.78110958978533,269.9897207192739,272.24395493389966,273.416,287.82692280182755,259.00507719817244,261.7238604520333,274.34083333333336,286.9578062146334,-2.4722117906790686,-1.5032486225314197,36.68,8.484378141858041,32.14986988720268,259.84,-0.4849137931034475,-1.8656998262708613,1,11,down
2021-11-10,257.0,259.24,249.05,251.12,6913,4,0,274.095,332.4885,282.5901888205982,327.0183124794392,266.2157765754192,270.32359539445423,272.67749999999995,289.811891001732,255.54310899826797,256.4009182221098,271.94,287.4790817778902,-3.8718192685137183,-1.97696275172788,32.43,4.643057835530297,14.096731924100624,258.58,-2.884987237992098,-0.4849137931034475,2,11,down
2021-11-11,251.29,253.0,245.03,247.52,5338,2,0,273.2284,331.87200000000007,281.2148872982218,326.2272844945692,262.4766212603354,268.25054126768566,271.7095,291.9504737661071,251.46852623389287,251.18790212678795,269.3491666666667,287.51043120654543,-5.211434024441019,-2.623857006270508,30.59,4.51692969298963,5.881455223459323,251.12,-1.4335775724753086,-2.884987237992098,3,11,up
2021-11-12,247.59,255.06,245.21,254.88,4810,2,0,272.4244,331.2378999999999,280.1821466198602,325.51736126576753,260.9572970082683,267.03503751607786,271.14050000000003,292.5673284867416,249.7136715132585,248.83282532224288,267.8533333333333,286.8738413444238,-5.614477676242245,-3.2219811402648557,38.31,10.5553949120315,6.571794146850476,247.52,2.9734970911441394,-1.4335775724753086,4,11,up
2021-11-15,254.33,265.32,254.33,263.8,4599,2,0,271.7334,330.59905,279.5397094975128,324.90325816859576,261.5258376066147,266.74094319643444,270.6485,292.274128568905,249.02287143109504,248.1317638286756,266.7941666666666,285.4565695046577,-5.154703013964138,-3.608525515004712,46.12,22.47994797311945,12.517424192713529,254.88,3.49968612680478,2.9734970911441394,0,11,up
2021-11-16,262.5,268.71,260.94,264.33,5217,3,0,271.0216,330.02075,278.9432503015319,324.3005391818436,262.08667008529176,266.5217665422132,270.044,291.6664137413065,248.42158625869348,247.597265833126,265.97666666666663,284.3560675002073,-4.693458443644033,-3.8255121007325767,46.56,34.62677939157452,22.55404075890849,263.8,0.200909780136449,3.49968612680478,1,11,down
2021-11-17,264.0,266.09,261.29,263.24,4230,2,0,270.4178,329.38835,278.3274365642169,323.6929716277954,262.31733606823343,266.22342412928464,269.4455,291.12538327921163,247.76561672078836,247.2343512554586,264.6716666666667,282.1089820778748,-4.365549353579695,-3.933519551302001,45.74,40.66767830045523,32.59146855504974,264.33,-0.4123633337116406,0.200909780136449,2,11,down
2021-11-18,260.88,263.33,254.19,255.79,4968,2,0,269.62019999999995,328.56905,277.443615522483,323.0173201688124,261.01186885458674,265.2749310266224,268.5005,290.8217638307118,246.17923616928817,246.3925097093236,262.62833333333333,278.8641569573431,-4.653192666451446,-4.07745417433189,40.52,34.87968783871665,36.72471517691547,263.24,-2.830117003494914,-0.4123633337116406,3,11,down
2021-11-19,260.9,264.83,249.15,251.19,6016,2,0,268.6318,327.7718,276.4140619725817,322.30262046564013,259.0474950836694,263.9944827514749,267.198,290.3519997408708,244.04400025912915,246.6816682855646,259.765,272.8483317144354,-5.192477966662011,-4.300458932797914,37.66,25.384782137437668,33.644049425536515,255.79,-1.7983502091559411,-2.830117003494914,4,11,down
2021-11-22,249.13,251.05,238.0,242.27,9723,2,0,267.6738,326.8324,275.0750791501276,321.50627598339497,255.69199606693556,262.0195297740681,265.315,290.0896890999716,240.54031090002843,245.95006461430333,256.445,266.93993538569663,-6.267388353246815,-4.693844816887695,32.83,14.903768648497818,25.056079541550712,251.19,-3.551096779330387,-1.7983502091559411,0,11,down
2021-11-23,217.63,218.07,195.38,205.55,12593,2,0,266.1536,325.7072,272.34860545796573,320.3524821925154,245.66359685354848,256.8859361582437,261.662,296.86749991123907,226.4565000887609,228.5312739284836,251.50916666666663,274.4870594048497,-9.967362150676536,-5.748548283645463,20.92,10.668001423492184,16.985517403142556,242.27,-15.156643414372397,-3.551096779330387,1,11,up
2021-11-24,203.7,211.4,201.8,208.12,7195,2,0,264.736,324.5841,269.82983661647694,319.235741076172,238.1548774828388,252.45266923476697,258.4265,300.2111585602929,216.64184143970704,218.45607154475192,247.19916666666668,275.94226178858145,-12.547599602786164,-7.108358547473604,23.02,11.541119005880226,12.37096302595674,205.55,1.2503040622719563,-15.156643414372397,2,11,up
2021-11-26,235.7,235.7,219.2,220.07,6400,2,0,263.5772,323.52035,267.8784704746543,318.24901728436924,234.53790198627104,249.5087902134245,255.6045,299.6833450279753,211.52565497202468,213.71284462668368,243.99,274.2671553733163,-13.472884220789012,-8.381263682136687,32.08,20.08690470767917,14.098675045683857,208.12,5.741879684797224,1.2503040622719563,4,11,down
2021-11-29,215.6,219.24,208.23,218.84,5604,2,0,262.206,322.3992,265.95539320113846,317.2598728337785,231.39832158901683,246.72071837584045,252.8395,298.8174992931431,206.86150070685687,209.52751249115147,241.3,273.0724875088485,-14.142404827819291,-9.53349191127321,31.66,27.21166476838582,19.613229493981738,220.07,-0.5589130731130987,5.741879684797224,0,11,down
2021-11-30,220.57,220.95,207.03,211.36,5961,2,0,260.82,321.31015,263.81439738932914,316.20614275583046,227.39065727121343,243.5061076144004,249.4625,297.1766462776007,201.7483537223993,204.37675421470163,238.28666666666663,272.1965791186317,-15.102486160075811,-10.64729076103373,29.2,29.15132506023004,25.483298178765008,218.84,-3.418022299396817,-0.5589130731130987,1,11,down
2021-12-01,211.16,211.31,196.16,198.05,7798,0,0,259.23,320.2119,261.23540141327703,315.0304597433347,221.5225258169708,239.37373419490945,245.3495,295.820363465967,194.87863653403295,196.7900744702817,233.5508333333333,270.31159219638494,-16.744344911444045,-11.866701591115794,25.42,19.14177917178057,25.168256333465475,211.36,-6.297312641937925,-3.418022299396817,2,12,down
2021-12-02,195.47,198.16,188.25,191.56,5932,2,0,257.50719999999995,319.0845,258.50303273040345,313.8018979548438,215.53002065357663,235.0270310862813,240.65,292.7500276391509,188.5499723608491,189.7306565190985,227.53083333333336,265.33101014756824,-18.35760353532004,-13.164881979956643,23.8,9.848939871704816,19.38068136790514,198.05,-3.276950265084577,-6.297312641937925,3,12,down
2021-12-03,186.91,187.57,177.02,183.89,6982,3,0,255.66780000000003,318.03445,255.57703144685823,312.5092422538006,209.20201652286133,230.37821007843755,235.739,289.7620913221401,181.7159086778598,182.99973533319192,220.8275,258.6552646668081,-20.02420099237028,-14.536745782439372,22.01,5.082519406950827,11.357746150145402,191.56,-4.003967425349764,-3.276950265084577,4,12,up
2021-12-06,180.33,186.07,175.02,185.88,4422,3,0,253.9394,317.0296,252.8438145273736,311.2492497935638,204.5376132182891,226.33291825312503,231.794,288.2275922656028,175.3604077343972,179.32158270404284,214.38083333333336,249.44008396262387,-20.94299727931991,-15.81799608181548,23.61,7.732634044799243,7.55469777448496,183.89,1.0821686878024872,-4.003967425349764,0,12,up
2021-12-07,187.1,190.66,185.52,188.87,3504,4,0,252.2586,316.05545,250.33503748708443,310.0315458155184,201.40409057463128,222.92719841193184,228.2455,286.08632692182323,170.40467307817676,177.82524654043564,208.80416666666667,239.7830867928977,-21.18566676591212,-16.891530218634806,26.07,11.430712813594566,8.081955421781544,185.88,1.6085646653755117,1.0821686878024872,1,12,up
2021-12-08,187.27,195.73,184.0,194.96,3523,3,0,250.9328,315.2061,248.16346738955173,308.8865553098914,200.11527245970507,220.38472582902887,225.0645,282.8800233393274,167.24897666067258,179.43287594948285,204.1183333333333,228.80379071718383,-20.648548366337224,-17.64293384817529,30.94,16.333975849954943,11.832440902782915,188.87,3.224440091067926,1.6085646653755117,2,12,down
2021-12-09,195.35,198.25,185.5,188.26,3391,4,0,249.5492,314.2786,245.81431180564772,307.6862910779522,197.7442179677641,217.4642962082081,221.9215,280.5581555236596,163.28484447634042,181.2318906903417,199.6175,218.00310930965827,-20.526890949390094,-18.21972526841825,28.7,17.384247548765167,15.049645404104888,194.96,-3.436602379975384,3.224440091067926,3,12,down
2021-12-10,187.3,190.89,183.87,185.3,3029,4,0,248.0228,313.16380000000004,243.44120153875963,306.46851703737553,195.25537437421127,214.5402692801892,218.8105,278.28078080478787,159.3402191952121,178.86536782416476,197.93,216.9946321758352,-20.433775982273232,-18.662535411189246,27.74,16.82187983733022,16.846701078683438,188.26,-1.5722936364602091,-3.436602379975384,4,12,down
