time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_14,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,day_of_week,month_of_year
2021-08-30,22.94,23.03,22.55,22.68,32130,0,0,20.0038,15.62325,19.77307011276912,15.62325,21.702382905155886,20.877718859337808,20.669,22.862352684818376,18.475647315181625,19.146538032304438,21.040833333333335,22.935128634362233,0.7632154132383455,0.5090191481948141,70.55,92.91249520757718,92.76501638866084,22.62,0.2652519893899141,2.492070684186687,0,8
2021-08-31,22.41,22.53,22.12,22.37,33605,0,0,20.0824,15.667850000000001,19.874910500503667,15.690381840796022,21.83590632412471,21.01338078121619,20.7965,23.072525263480173,18.52047473651983,19.29646334731133,21.2225,23.14853665268867,0.7822181846633427,0.5636589554885199,66.44,91.27378389673471,92.49622413556841,22.68,-1.3668430335096904,0.2652519893899141,1,8
2021-09-01,22.56,22.69,22.36,22.42,33238,0,0,20.153000000000002,15.7139,19.974717931856464,15.757343215514469,21.95272505929977,21.14125525565108,20.903,23.27170513150117,18.534294868498826,19.536361808706125,21.42833333333333,23.320304857960537,0.7921808325357631,0.6093633308979686,66.78,87.35362997658079,90.51330302696424,22.37,0.2235136343317068,-1.3668430335096904,2,9
2021-09-02,22.46,22.59,22.29,22.38,31895,0,0,20.2196,15.75825,20.069042718842486,15.82324029794716,22.038180047439816,21.253868414228258,20.9895,23.439875277380995,18.539124722619004,19.975033597534196,21.6725,23.369966402465803,0.787767740896939,0.6450442128977627,66.21,85.01170960187352,87.87970782506301,22.42,-0.1784121320249854,0.2235136343317068,3,9
2021-09-03,22.23,22.98,22.23,22.83,33178,0,0,20.2918,15.805399999999999,20.177315553397683,15.892959299957637,22.196544037951853,21.39715310384387,21.1135,23.67055514215083,18.55644485784917,20.74097435838289,21.99166666666667,23.242358974950452,0.8112302162124259,0.6782814135606954,69.38,88.60265417642465,86.98933125162633,22.38,2.0107238605898026,-0.1784121320249854,4,9
2021-09-07,22.59,22.78,22.52,22.65,32778,0,0,20.3644,15.851550000000001,20.2742835709115,15.960193535778954,22.287235230361485,21.5110482762217,21.2315,23.842892540389133,18.620107459610868,21.44307367757427,22.229166666666668,23.015259655759067,0.8060087342947888,0.7038268777075141,66.68,90.39812646370018,88.00416341399945,22.83,-0.7884362680683266,2.0107238605898026,1,9
2021-09-08,22.36,22.45,21.97,22.32,37632,0,0,20.410999999999998,15.895950000000001,20.354507744601246,16.02347519213936,22.29378818428919,21.584589342019726,21.351000000000003,23.931782052014473,18.770217947985532,21.900873090424902,22.355,22.8091269095751,0.7664077586123703,0.7163430538884853,61.93,89.92974238875873,89.64350767629452,22.65,-1.4569536423840956,-0.7884362680683266,2,9
2021-09-09,22.45,22.53,22.12,22.16,34568,0,0,20.453799999999998,15.941400000000002,20.425311362460018,16.084535140476284,22.267030547431354,21.636899401836114,21.475,23.95922623768449,18.990773762315513,21.95147625099554,22.374166666666667,22.796857082337795,0.713883828848509,0.71585120888049,59.71,82.16626379611985,87.49804421619292,22.32,-0.7168458781361964,-1.4569536423840956,3,9
2021-09-10,22.48,22.62,22.27,22.48,35724,0,0,20.503200000000003,15.988100000000001,20.505887387461588,16.148171606740203,22.309624437945082,21.713544910760103,21.605,24.012691840747074,19.197308159252927,22.100995001717532,22.43166666666667,22.762338331615805,0.6901242391036213,0.7107058149251164,62.6,74.77488082818785,82.29029567102215,22.16,1.4440433212996373,-0.7168458781361964,4,9
2021-09-13,22.8,22.8,21.85,22.15,38368,0,0,20.5424,16.0341,20.57036239187486,16.207891292245275,22.277699550356065,21.753222646145545,21.703,24.030557518086294,19.375442481913705,22.089687644541776,22.4275,22.76531235545822,0.6373197258949084,0.6960285971190749,57.98,60.76187015943942,72.56767159458236,22.48,-1.4679715302491236,1.4440433212996373,0,9
2021-09-14,22.19,22.4,22.08,22.24,32229,0,0,20.5774,16.07915,20.635838376507216,16.267912274411987,22.270159640284852,21.79747513285959,21.817500000000003,24.010250555808856,19.62474944419115,22.13135432401779,22.441666666666666,22.751979009315544,0.5958652528579407,0.6759959282668481,58.87,48.85006986209819,61.46227361657515,22.15,0.4063205417607296,-1.4679715302491236,1,9
2021-09-15,22.12,22.34,21.96,22.33,32040,0,0,20.61,16.1245,20.702276087232423,16.32823155526361,22.282127712227883,21.845886484417807,21.961499999999997,23.87375808927562,20.049241910724376,22.11525062034765,22.4175,22.719749379652352,0.5637756770841555,0.6535518780303096,59.79,40.39068100358409,50.000873675040566,22.24,0.4046762589928088,0.4063205417607296,2,9
2021-09-16,22.13,22.27,21.92,22.23,30732,0,0,20.647399999999998,16.16865,20.762186828909584,16.386955619390342,22.27170216978231,21.880805894925277,22.122999999999998,23.469374390724973,20.776625609275023,22.09388376487827,22.38,22.666116235121727,0.5242322695453332,0.6276879563333143,58.23,37.3473665026425,42.196039122774934,22.33,-0.447828034034925,0.4046762589928088,3,9
2021-09-17,22.17,22.22,21.83,21.9,34826,0,0,20.687599999999996,16.21125,20.806806953266072,16.441811782381485,22.197361735825847,21.882550813568436,22.227999999999998,23.064243983535935,21.39175601646406,21.99213261996981,22.340833333333332,22.689534046696856,0.46095202409986413,0.5943407698866243,53.3,27.195036753538602,34.97769475325507,22.23,-1.4844804318488558,-0.447828034034925,4,9
2021-09-20,21.2,21.42,20.66,21.12,44157,0,0,20.709,16.24915,20.819089033530148,16.488360918875205,21.98188938866068,21.813228012334942,22.2435,22.979523776789886,21.507476223210116,21.62138038200347,22.232499999999998,22.843619617996527,0.3438982474790606,0.5442522654051116,43.85,19.288103123579443,27.943502126586854,21.9,-3.5616438356164237,-1.4844804318488558,0,9
2021-09-21,21.27,21.39,20.95,21.25,39369,0,0,20.7238,16.2885,20.835987502803473,16.53574041221973,21.835511510928544,21.762025465759038,22.2095,23.05499334710573,21.36400665289427,21.41002622091425,22.138333333333332,22.866640445752413,0.2586407501553083,0.487129962355151,45.58,17.030651340996183,21.171263739371415,21.12,0.6155303030302983,-3.5616438356164237,1,9
