time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_14,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,day_of_week,month_of_year
2021-08-27,49.14,49.16,48.72,48.83,9423,0,0,47.7398,47.28545,48.227584947673876,47.28545,49.485955423901075,49.135012388732136,49.272,51.08766076126592,47.456339238734074,49.11000809066292,49.796666666666674,50.483325242670425,0.5120052664709647,0.6773942500021256,49.14,28.705227196126955,46.14685676365221,49.11,-0.5701486458969729,-1.0876132930513593,4,8
2021-08-30,48.79,49.32,48.66,49.23,7827,0,0,47.815200000000004,47.2847,48.266895341882744,47.30479875621891,49.43476433912086,49.14364762612012,49.364,50.96235415349688,47.76564584650311,49.03391347811834,49.759166666666665,50.48441985521499,0.4564053612325836,0.6331964722482172,53.57,19.857969629393526,31.613516337219284,48.83,0.8191685439279173,-0.5701486458969729,0,8
2021-08-31,49.14,49.48,49.07,49.38,10404,0,0,47.8892,47.280550000000005,48.31054650494617,47.32544752481375,49.42381147129669,49.165134205563746,49.438,50.88859436094338,47.987405639056625,48.980826771682935,49.72166666666667,50.46250656165041,0.41960879318276767,0.5904789364351273,55.15,21.650207072316007,23.404467965945486,49.23,0.30469226081659695,0.8191685439279173,1,8
2021-09-01,49.28,49.28,48.85,49.23,12645,0,0,47.96759999999999,47.27270000000001,48.3466035047522,47.34439829571112,49.38504917703736,49.17103109596704,49.518,50.71529027391051,48.32070972608949,48.91246987869969,49.635833333333345,50.359196787967,0.374031894645924,0.5471895280772867,53.2,28.310502283105063,23.27289299493819,49.38,-0.3037667071689065,0.30469226081659695,2,9
2021-09-02,49.4,49.59,49.2,49.51,12637,0,0,48.0452,47.271350000000005,48.392226896722704,47.365946571375694,49.41003934162989,49.201846450879124,49.569,50.669797892440165,48.46820210755984,48.90075953661482,49.57833333333334,50.25590713005186,0.35639720895870397,0.5090310642535703,56.3,32.57229832572303,27.51100256038136,49.23,0.5687588868576121,-0.3037667071689065,3,9
2021-09-03,49.47,49.88,49.29,49.73,12684,0,0,48.116400000000006,47.2714,48.44468858704731,47.3894694910635,49.47403147330391,49.24986040989011,49.6355,50.59775724211392,48.67324275788608,48.90320463898275,49.58249999999999,50.26179536101723,0.35606921066861474,0.4784386935365792,58.62,37.89954337899538,32.92744799594115,49.51,0.44435467582306654,0.5687588868576121,4,9
2021-09-07,49.65,49.7,49.01,49.07,14680,0,0,48.17719999999999,47.262950000000004,48.469210603241535,47.40619118766983,49.39322517864313,49.233509463536464,49.663,50.52207159189481,48.803928408105186,48.82519490811041,49.5025,50.179805091889584,0.29910489051918177,0.4425719329330997,50.04,35.464231354642315,35.31202435312023,49.73,-1.3271667001809706,0.44435467582306654,1,9
2021-09-08,48.91,49.43,48.88,49.13,17520,0,0,48.2446,47.258300000000006,48.495123912918345,47.423343514160685,49.340580142914504,49.22409951230588,49.641999999999996,50.531102918677405,48.75289708132259,48.866656200264714,49.38916666666666,49.91167713306861,0.25585244720531364,0.4052280357875425,50.75,30.772250260354173,34.712008331330615,49.07,0.1222743020175221,-1.3271667001809706,2,9
2021-09-09,49.15,49.17,48.7,48.8,15550,0,0,48.28020000000001,47.25075,48.50707983790194,47.43704158864665,49.232464114331606,49.18554501118716,49.582,50.52659726868158,48.637402731318424,48.828238857538366,49.276666666666664,49.72509447579496,0.19272472156389853,0.36272737294281376,46.83,16.94224144836991,27.72624102112212,49.13,-0.671687360065143,0.1222743020175221,3,9
2021-09-10,49.03,49.05,48.46,48.62,14522,0,0,48.3244,47.2416,48.51150807955285,47.44881231910788,49.109971291465286,49.13413182835196,49.529,50.5605987592086,48.497401240791405,48.70172221354599,49.19083333333333,49.67994445312067,0.12671040977574677,0.3155239803094004,44.8,13.265856950067507,20.326782886263853,48.8,-0.36885245901638886,-0.671687360065143,4,9
